Sr No,date,startup,vertical,subvertical,city,investors,round,amount
2625,2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Undiscolsed,Mumbai,Sumit Gandhi,Seed Funding,0.9597
2625,2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Undiscolsed,Mumbai,Manish Gandhi,Seed Funding,0.9597
2626,2015-07-20,Zo Rooms,Online budget hotel chain,Undiscolsed,New Delhi,Tiger Global,Private Equity,143.955
2626,2015-07-20,Zo Rooms,Online budget hotel chain,Undiscolsed,New Delhi,Orios Venture Partners.,Private Equity,143.955
2627,2015-07-20,Innoviti,Payment Solutions platform,Undiscolsed,Bangalore,Catamaran Ventures,Private Equity,46.54545
2627,2015-07-20,Innoviti,Payment Solutions platform,Undiscolsed,Bangalore,New India Investment Corporation,Private Equity,46.54545
2628,2015-07-21,ZenRadius,Online Hiring Platform,Undiscolsed,Bangalore,Tracxn Labs,Seed Funding,0.0
2628,2015-07-21,ZenRadius,Online Hiring Platform,Undiscolsed,Bangalore,Deepak Singh,Seed Funding,0.0
2629,2015-07-21,Joy by nature,Organic Food ecommerce,Undiscolsed,New Delhi,Mumbai Angels,Private Equity,9.597
2629,2015-07-21,Joy by nature,Organic Food ecommerce,Undiscolsed,New Delhi,Vriddhi Fund,Private Equity,9.597
2629,2015-07-21,Joy by nature,Organic Food ecommerce,Undiscolsed,New Delhi,Others,Private Equity,9.597
2630,2015-07-22,Iqlect,Big Data & Analytics platform,Undiscolsed,Bangalore,Exfinity Venture Partners,Private Equity,19.194
2631,2015-07-22,deGustibus,Fine Dining Restaurant Chain,Undiscolsed,Mumbai,India Value Fund Advisors,Private Equity,287.91
2632,2015-07-23,Nestaway,Luxury Rental Homes,Undiscolsed,Bangalore,Flipkart,Private Equity,122.36175
2632,2015-07-23,Nestaway,Luxury Rental Homes,Undiscolsed,Bangalore,Tiger Global,Private Equity,122.36175
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Undiscolsed,Undiscolsed,Falcon Edge Capital,Private Equity,239.925
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Undiscolsed,Undiscolsed,Meru Capital,Private Equity,239.925
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Undiscolsed,Undiscolsed,Ola,Private Equity,239.925
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Undiscolsed,Undiscolsed,Matrix Partners,Private Equity,239.925
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Undiscolsed,Undiscolsed,DSG Consumer Partners,Private Equity,239.925
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Undiscolsed,Undiscolsed,Axis Bank,Private Equity,239.925
2634,2015-07-23,Myonsto,Online Grocers,Undiscolsed,Ahmedabad,Jayant Bokadia,Seed Funding,3.07104
2635,2015-07-23,iCrushiFlush,Casual Dating App,Undiscolsed,Mumbai,IDG Ventures India,Seed Funding,0.0
2636,2015-07-23,MedGenome,Clinical Genomics Provider,Undiscolsed,Bangalore,Sequoia Capital,Private Equity,191.94
2637,2015-07-23,HolidayIQ,Travel information portal,Undiscolsed,Bangalore,MakeMyTrip,Private Equity,143.955
2638,2015-07-23,Fitternity,Fitness Marketplace,Undiscolsed,Mumbai,Exfinity Venture Partners,Private Equity,9.597
2639,2015-07-23,Quikr,Online & Mobile classified listings,Undiscolsed,Mumbai,AB Kinnevik,Private Equity,575.82
2639,2015-07-23,Quikr,Online & Mobile classified listings,Undiscolsed,Mumbai,Falcon Edge Capital,Private Equity,575.82
2639,2015-07-23,Quikr,Online & Mobile classified listings,Undiscolsed,Mumbai,Coatue Management,Private Equity,575.82
2640,2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,Undiscolsed,New Delhi,YourWeCan Ventures,Seed Funding,0.0
2641,2015-07-24,BroEx,Real Estate Broker network App,Undiscolsed,Gurgaon,Lightspeed India,Private Equity,9.597
2642,2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,Undiscolsed,New Delhi,Indian Angel Network,Seed Funding,0.0
2643,2015-07-25,CredR,Used Bikes Marketplace,Undiscolsed,Mumbai,Fidelity Growth Partners,Private Equity,143.955
2644,2015-07-27,ManageMySpa,Spa & Salon Management Software,Undiscolsed,Hyderabad,Accel Partners,Private Equity,57.582
2645,2015-07-27,Townrush,B2B logistics delivery platform,Undiscolsed,Bangalore,Lightspeed Venture Partners,Seed Funding,0.0
2646,2015-07-27,Locus,Logistics Automation Platform,Undiscolsed,Bangalore,growX ventures,Seed Funding,0.0
2646,2015-07-27,Locus,Logistics Automation Platform,Undiscolsed,Bangalore, Manish Singhal,Seed Funding,0.0
2647,2015-07-27,Bevy,Online Hiring Platform,Undiscolsed,Bangalore,Varun Agarwal & Others,Seed Funding,0.0
2648,2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Undiscolsed,Mumbai,Goldman Sachs,Private Equity,959.7
2648,2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Undiscolsed,Mumbai,Zodius Technology Fund,Private Equity,959.7
2648,2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Undiscolsed,Mumbai,Bertelsmann India Investments Norwest Venture Partners.,Private Equity,959.7
2649,2015-07-28,Flipkart.com,Online Marketplace,Undiscolsed,Bangalore,Steadview Capital and existing investors,Private Equity,6717.9
2650,2015-07-28,Opinio,Hyperlocal food & grocery store,Undiscolsed,Bangalore,Accel Partners,Seed Funding,12.4761
2650,2015-07-28,Opinio,Hyperlocal food & grocery store,Undiscolsed,Bangalore,Traxcn Labs & Others,Seed Funding,12.4761
2651,2015-07-28,Zoctr,Health-Tech platform,Undiscolsed,Mumbai,Sandeep Parwal,Seed Funding,9.597
2651,2015-07-28,Zoctr,Health-Tech platform,Undiscolsed,Mumbai,Krishan Gupta & Others,Seed Funding,9.597
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,IDG Ventures India,Private Equity,19.194
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Omidyar Network,Private Equity,19.194
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Sherpalo Ventures,Private Equity,19.194
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Undiscolsed,Mumbai, Mohandas Pai,Private Equity,19.194
2653,2015-07-29,trueHb,Medical Tech Instruments,Undiscolsed,New Delhi,Sachin and Binny Bansal,Seed Funding,23.0328
2653,2015-07-29,trueHb,Medical Tech Instruments,Undiscolsed,New Delhi,Malvinder and Shivinder Singh,Seed Funding,23.0328
2653,2015-07-29,trueHb,Medical Tech Instruments,Undiscolsed,New Delhi,Gurpreet Singh & others,Seed Funding,23.0328
2654,2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,Undiscolsed,Bangalore,Paytm,Private Equity,479.85
2654,2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,Undiscolsed,Bangalore,SAIF Partners,Private Equity,479.85
2654,2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,Undiscolsed,Bangalore, Tiger Global Management & others,Private Equity,479.85
2655,2015-07-29,Swajal,Innovative Water Solutions,Undiscolsed,Gurgaon,Abhishek Gupta,Private Equity,11.5164
2656,2015-07-30,Pipa Bella,Online Jewelry Store,Undiscolsed,Mumbai,LionRock Capital,Private Equity,5.7582
2657,2015-07-30,Pragmatix,Business intelligence & Analytics,Undiscolsed,Mumbai,SIDBI Venture Capital Ltd,Private Equity,23.0328
2658,2015-07-30,Droom.in,Used Vehicle Marketplace,Undiscolsed,New Delhi,Lightbox Ventures,Private Equity,153.552
2658,2015-07-30,Droom.in,Used Vehicle Marketplace,Undiscolsed,New Delhi,Beenos,Private Equity,153.552
2659,2015-07-30,MadRat Games,Educational Board Games,Undiscolsed,Bangalore,Kunal Bahl,Seed Funding,1.612296
2659,2015-07-30,MadRat Games,Educational Board Games,Undiscolsed,Bangalore,Rohit Bansal,Seed Funding,1.612296
2660,2015-07-30,Noodle Play,Chinese food delivery,Undiscolsed,Mumbai,Elliot Stechman,Seed Funding,1.612296
2660,2015-07-30,Noodle Play,Chinese food delivery,Undiscolsed,Mumbai,Gautam Sinha,Seed Funding,1.612296
2660,2015-07-30,Noodle Play,Chinese food delivery,Undiscolsed,Mumbai,Ambarish Ray,Seed Funding,1.612296
2661,2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,Undiscolsed,Chennai,B S Nagesh,Private Equity,0.0
2662,2015-07-30,Cartisan,On-Demand Car services App,Undiscolsed,Bangalore,YouWeCan Ventures,Seed Funding,0.0
2662,2015-07-30,Cartisan,On-Demand Car services App,Undiscolsed,Bangalore, Aprameya Radhakrishna,Seed Funding,0.0
2663,2015-07-31,LazyLad,Hyperlocal Grocery App,Undiscolsed,Gurgaon,Jai Choi,Private Equity,4.7985
2663,2015-07-31,LazyLad,Hyperlocal Grocery App,Undiscolsed,Gurgaon,Kiyohiro Sugashita,Private Equity,4.7985
2663,2015-07-31,LazyLad,Hyperlocal Grocery App,Undiscolsed,Gurgaon,Hirokazu,Private Equity,4.7985
2664,2015-07-31,TripFactory,Online Curated Holiday package bookings,Undiscolsed,Bangalore,Aarin Capital Partners,Private Equity,0.0
2664,2015-07-31,TripFactory,Online Curated Holiday package bookings,Undiscolsed,Bangalore,,Private Equity,0.0
2665,2015-07-31,Prothom,Hasbro Toy Manufacturer,Undiscolsed,Pune,Oliphabs Capital,Private Equity,19.194
2666,2015-07-31,Bona Vita,Travel Tech,Undiscolsed,Gurgaon,MakeMyTrip,Private Equity,47.985
2667,2015-06-01,Vyomo,Beauty and Wellness Platform,Undiscolsed,New Delhi,Aprameya Radhakrishna,Seed Funding,0.0
2668,2015-06-01,Veeba Foods,Healthy Food Manufacturer,Undiscolsed,New Delhi,DSG Consumer Partners,Private Equity,57.582
2668,2015-06-01,Veeba Foods,Healthy Food Manufacturer,Undiscolsed,New Delhi,Saama Capital.,Private Equity,57.582
2669,2015-06-01,Truebil,Used Car Marketplace,Undiscolsed,Mumbai,Kae Capital,Seed Funding,4.7985
2669,2015-06-01,Truebil,Used Car Marketplace,Undiscolsed,Mumbai,Anupam Mittal,Seed Funding,4.7985
2670,2015-06-01,Meritnation,Online Learning Platform,Undiscolsed,New Delhi,InfoEdge,Private Equity,38.388
2671,2015-06-01,Eattreatonline,Healthy Food Online Community,Undiscolsed,New Delhi,Group of 15 Angel Investors,Seed Funding,3.35895
2672,2015-06-01,CredR,Used two-wheeler Marketplace,Undiscolsed,Mumbai,GrowthStory,Seed Funding,0.0
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Undiscolsed,Mumbai,Ventureworks India,Private Equity,9.597
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Undiscolsed,Mumbai,Blume Ventures,Private Equity,9.597
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Undiscolsed,Mumbai,Batlivala & Karani Securities,Private Equity,9.597
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Undiscolsed,Mumbai,Nikunj Jhaveri,Private Equity,9.597
2674,2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Undiscolsed,Chennai,Infuse Ventures,Private Equity,5.27835
2675,2015-06-01,Arth DesignBuild,Architectural Design & Consulting,Undiscolsed,Hyderabad,Srinivas Tirupati,Seed Funding,4.7985
2676,2015-06-02,Saama,Big Data & Analytics Services,Undiscolsed,Pune / US,Carrick Capital Partners,Private Equity,335.895
2677,2015-06-02,AllIzHealth,Preventive Healthcare Services,Undiscolsed,Pune,Mumbai Angels & Other angel investors,Seed Funding,3.35895
2678,2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,Undiscolsed,Udaipur,Ennovent Impact Investment Holding,Private Equity,0.0
2679,2015-06-03,Entropy Innovations,Engineering Innovations,Undiscolsed,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0
2680,2015-06-03,Propstack,Real Estate Intelligence Platform,Undiscolsed,Mumbai,DMG Information,Private Equity,28.791
2681,2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,Undiscolsed,New Delhi,Green House Ventures,Seed Funding,0.9597
2682,2015-06-03,Arkin Net,Data Center Software platform,Undiscolsed,Pune / US,Nexus Venture Partners,Private Equity,143.955
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Undiscolsed,New Delhi,Rajan Anandan,Seed Funding,1.43955
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Undiscolsed,New Delhi,Niraj Singh,Seed Funding,1.43955
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Undiscolsed,New Delhi,Sachin Bhatia,Seed Funding,1.43955
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Undiscolsed,New Delhi,Singapore Angel Network & Aseem Vadehra,Seed Funding,1.43955
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi,Sharad Sharma,Seed Funding,0.0
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi,Rajan Anandan,Seed Funding,0.0
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi,Sunil Kalra,Seed Funding,0.0
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi,Amit Ranjan,Seed Funding,0.0
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi,Rohan Malhotra,Seed Funding,0.0
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi, Arjun Malhotra,Seed Funding,0.0
2684,2015-06-03,MyPoolin,P2P Payments platform,Undiscolsed,New Delhi,Gautam Gandhi,Seed Funding,0.0
2685,2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,Undiscolsed,Pune,Virendra Shahney,Seed Funding,2.39925
2685,2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,Undiscolsed,Pune,Dr Paresh Doshi,Seed Funding,2.39925
2686,2015-06-03,KAARYAH,Women Lifestyle Marketplace,Undiscolsed,Gurgaon,Ratan Tata,Seed Funding,0.0
2687,2015-06-04,Ecom Express,Logistics Solution Provider,Undiscolsed,New Delhi,Warburg Pincus,Private Equity,1314.789
2688,2015-06-04,Vidooly,Video Intelligence Platform,Undiscolsed,Noida,Bessemer Venture Partners,Private Equity,9.597
2689,2015-06-04,Zopper,Hyperlocal Shopping App,Undiscolsed,Mumbai,Tiger Global,Private Equity,191.94
2689,2015-06-04,Zopper,Hyperlocal Shopping App,Undiscolsed,Mumbai, Nirvana Ventures Advisors,Private Equity,191.94
2690,2015-06-04,Flipkart,eCommerce platform,Undiscolsed,Bangalore,Morgan Stanley,Private Equity,479.85
2691,2015-06-05,kWatt Solutions,Renewable energy solutions,Undiscolsed,Mumbai,Undiscolsed,Seed Funding,4.7985
2692,2015-06-05,Medwell Ventures,Healthcare\\nService provider,Undiscolsed,Bangalore,Fidelity Growth Partners,Private Equity,95.97
2692,2015-06-05,Medwell Ventures,Healthcare\\nService provider,Undiscolsed,Bangalore,Fidelity Biosciences,Private Equity,95.97
2693,2015-06-05,Jugnoo,Auto Rickshaw Based Services,Undiscolsed,Chandigarh,Snow Leopard,Private Equity,47.985
2693,2015-06-05,Jugnoo,Auto Rickshaw Based Services,Undiscolsed,Chandigarh,Paytm,Private Equity,47.985
2694,2015-06-08,PosterGully,Artist / Designer Marketplace,Undiscolsed,New Delhi,Natarajan Iyer,Seed Funding,0.0
2694,2015-06-08,PosterGully,Artist / Designer Marketplace,Undiscolsed,New Delhi,Rajesh Sawhney,Seed Funding,0.0
2694,2015-06-08,PosterGully,Artist / Designer Marketplace,Undiscolsed,New Delhi, & other Angel investors.,Seed Funding,0.0
2695,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Undiscolsed,Mumbai,Future Fund,Private Equity,383.88
2695,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Undiscolsed,Mumbai,Bessemer Venture,Private Equity,383.88
2695,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Undiscolsed,Mumbai,Capricorn Investment and IFC,Private Equity,383.88
2696,2015-06-09,Clovia,Private Label lingerie Ecommerce,Undiscolsed,New Delhi,IvyCap Ventures,Private Equity,47.985
2697,2015-06-09,Swiggy,Online Food Ordering,Undiscolsed,Bangalore,Norwest Venture Partners,Private Equity,158.3505
2697,2015-06-09,Swiggy,Online Food Ordering,Undiscolsed,Bangalore,SAIF Partners,Private Equity,158.3505
2697,2015-06-09,Swiggy,Online Food Ordering,Undiscolsed,Bangalore,Accel Partners,Private Equity,158.3505
2698,2015-06-09,PayMango,Mobile Commerce Platform,Undiscolsed,Gurgaon,Group of Angel Investors,Seed Funding,2.245698
2699,2015-06-09,Printland,Online Printing Services,Undiscolsed,New Delhi,SIDBI Venture Capital Ltd,Private Equity,0.0
2700,2015-06-09,Teritree,Digital Marketing Services,Undiscolsed,Bangalore,KCL,Seed Funding,1.34358
2701,2015-06-10,Guiddoo,Travel Guide Mobile App,Undiscolsed,Mumbai,Pawan Borle,Seed Funding,0.0
2701,2015-06-10,Guiddoo,Travel Guide Mobile App,Undiscolsed,Mumbai,SVP Fly Dubai & Others,Seed Funding,0.0
2702,2015-06-10,Voonik,Fashion Ecommerce store,Undiscolsed,Bangalore,Sequoia Capital,Private Equity,47.985
2702,2015-06-10,Voonik,Fashion Ecommerce store,Undiscolsed,Bangalore,Seedfund,Private Equity,47.985
2703,2015-06-11,AdStringO,Mobile Compression Software,Undiscolsed,Mumbai,Arihant Patni,Seed Funding,3.35895
2703,2015-06-11,AdStringO,Mobile Compression Software,Undiscolsed,Mumbai,Vishal Khare,Seed Funding,3.35895
2703,2015-06-11,AdStringO,Mobile Compression Software,Undiscolsed,Mumbai, Viswanath Ramachandran,Seed Funding,3.35895
2704,2015-06-11,Faircent.com,Peer to Peer Lending platform,Undiscolsed,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.39925
2705,2015-06-12,La Renon,Global Healthcare products,Undiscolsed,Ahmedabad,Sequoia Capital,Private Equity,153.552
2706,2015-06-15,Homelane,Home Furnishing Solutions,Undiscolsed,Bangalore,Sequoia Capital,Private Equity,479.85
2707,2015-06-15,iSTAR,Skill Training & Placement Platform,Undiscolsed,Bangalore,Unitus Seed Fund,Private Equity,0.0
2708,2015-06-15,Shippr,Intra-City Logistics service,Undiscolsed,Bangalore,i2india Pvt Ltd,Seed Funding,4.7985
2709,2015-06-16,FoodAbhi,online tiffin service aggregator,Undiscolsed,Mumbai,Group of angel investors,Seed Funding,0.0
2710,2015-06-16,Karma Recycling,Electronic Goods recycling service,Undiscolsed,Delhi,Infuse Ventures,Private Equity,0.0
2710,2015-06-16,Karma Recycling,Electronic Goods recycling service,Undiscolsed,Delhi,Low Carbon Enterprise Fund,Private Equity,0.0
2711,2015-06-16,CouponRaja,Online Coupon & comparison platform,Undiscolsed,Mumbai,Mahesh Pratapneni,Seed Funding,4.7985
2711,2015-06-16,CouponRaja,Online Coupon & comparison platform,Undiscolsed,Mumbai,Pallab Chatterjee & others,Seed Funding,4.7985
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Mumbai Angels,Seed Funding,0.0
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Patni Family Office,Seed Funding,0.0
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Singapore Angel Network,Seed Funding,0.0
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Karan Maheshwari,Seed Funding,0.0
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Jatin Aneja,Seed Funding,0.0
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Kishor Ganji,Seed Funding,0.0
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Undiscolsed,Mumbai,Roopa Nath,Seed Funding,0.0
2713,2015-06-17,Jiffstore,Online Grocery platform,Undiscolsed,Bangalore,Unitus Seed Fund,Seed Funding,0.0
2713,2015-06-17,Jiffstore,Online Grocery platform,Undiscolsed,Bangalore,Times Internet,Seed Funding,0.0
2714,2015-06-17,MyDentist,Dental Clinic chain,Undiscolsed,Mumbai,LGT Group,Private Equity,78.6954
2714,2015-06-17,MyDentist,Dental Clinic chain,Undiscolsed,Mumbai,Asian Healthcare fund,Private Equity,78.6954
2714,2015-06-17,MyDentist,Dental Clinic chain,Undiscolsed,Mumbai,Seedfund,Private Equity,78.6954
2715,2015-06-18,Moovo,On-Demand Logistics Service,Undiscolsed,New Delhi,YouWeCan Ventures,Seed Funding,0.0
2716,2015-06-18,Fracktal Works,3D Printer Manufacturer,Undiscolsed,Bangalore,Neoteric Infomatique Limited,Private Equity,28.791
2717,2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,Undiscolsed,Mumbai,ASK Pravi,Private Equity,47.985
2718,2015-06-18,HealthifyMe,Health & Fitness App,Undiscolsed,Bangalore,Gopal Srinivasan,Private Equity,0.0
2718,2015-06-18,HealthifyMe,Health & Fitness App,Undiscolsed,Bangalore,Sashi Reddy,Private Equity,0.0
2718,2015-06-18,HealthifyMe,Health & Fitness App,Undiscolsed,Bangalore,Amit Gupta,Private Equity,0.0
2718,2015-06-18,HealthifyMe,Health & Fitness App,Undiscolsed,Bangalore,Pallav Nadhani,Private Equity,0.0
2719,2015-06-18,CAKART.in,Online Education Marketplace,Undiscolsed,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,0.0
2720,2015-06-19,Housejoy,Home services marketplace,Undiscolsed,Bangalore,Matrix Partners,Private Equity,38.388
2721,2015-06-19,FundsIndia.com,Financial Services Platform,Undiscolsed,Chennai,Faering Capital,Private Equity,105.567
2721,2015-06-19,FundsIndia.com,Financial Services Platform,Undiscolsed,Chennai,Foundation Capital,Private Equity,105.567
2721,2015-06-19,FundsIndia.com,Financial Services Platform,Undiscolsed,Chennai,Inventus Capital Partners,Private Equity,105.567
2722,2015-06-20,Cupick,Social Network for Artists,Undiscolsed,Bangalore,Group of Angel Investors from US/India,Seed Funding,1.15164
2723,2015-06-20,Tracxn,Startup funding platform,Undiscolsed,Bangalore,Sachin Bansal,Private Equity,95.97
2723,2015-06-20,Tracxn,Startup funding platform,Undiscolsed,Bangalore,Bunny Bansal & other investors,Private Equity,95.97
2724,2015-06-21,Holachef,Food Delivery Platform,Undiscolsed,Mumbai,Kalaari Capital,Private Equity,29.7507
2724,2015-06-21,Holachef,Food Delivery Platform,Undiscolsed,Mumbai,India Quotient,Private Equity,29.7507
2725,2015-06-22,elong,Data Driven recruitment recommendation,Undiscolsed,Bangalore,Kunal Bahl,Private Equity,47.985
2725,2015-06-22,elong,Data Driven recruitment recommendation,Undiscolsed,Bangalore,Rohit Bansal,Private Equity,47.985
2725,2015-06-22,elong,Data Driven recruitment recommendation,Undiscolsed,Bangalore,Blume Ventures,Private Equity,47.985
2725,2015-06-22,elong,Data Driven recruitment recommendation,Undiscolsed,Bangalore,Phanindra Sama,Private Equity,47.985
2725,2015-06-22,elong,Data Driven recruitment recommendation,Undiscolsed,Bangalore,Raju Reddy,Private Equity,47.985
2726,2015-06-22,Ixigo,Travel Search Engine,Undiscolsed,Gurgaon,Micromax Informatics,Private Equity,0.0
2727,2015-06-22,SkillAngels,Brain Games Platform,Undiscolsed,Chennai,Sprout Angels LLP,Seed Funding,0.0
2728,2015-06-22,Vidgyor,Video Advertisement Platform,Undiscolsed,Bangalore,AngelPrime,Seed Funding,4.7985
2729,2015-06-22,Banihal,Algorithmic Match Making Platform,Undiscolsed,New Delhi / California,Dr David Cheriton,Seed Funding,0.0
2730,2015-06-23,Goodservice,Mobile Chat based concierge service,Undiscolsed,New Delhi,Sequoia Capital,Private Equity,15.3552
2731,2015-06-23,Treebo,Online Budget Hotel Booking Service,Undiscolsed,Bangalore,Matrix Partners India,Private Equity,57.582
2731,2015-06-23,Treebo,Online Budget Hotel Booking Service,Undiscolsed,Bangalore,SAIF Partners,Private Equity,57.582
2732,2015-06-23,EduKart,Online education marketplace,Undiscolsed,New Delhi,Holostik Group,Private Equity,9.597
2732,2015-06-23,EduKart,Online education marketplace,Undiscolsed,New Delhi,YouWeCan Ventures,Private Equity,9.597
2732,2015-06-23,EduKart,Online education marketplace,Undiscolsed,New Delhi,500 Startups,Private Equity,9.597
2732,2015-06-23,EduKart,Online education marketplace,Undiscolsed,New Delhi,Vijay Shekhar Sharma,Private Equity,9.597
2732,2015-06-23,EduKart,Online education marketplace,Undiscolsed,New Delhi,Manish Kheterpal,Private Equity,9.597
2732,2015-06-23,EduKart,Online education marketplace,Undiscolsed,New Delhi,Amit Patni,Private Equity,9.597
2733,2015-06-23,Healthians.com,Preventive healthcare services,Undiscolsed,Hyderabad,YouWeCan Ventures,Seed Funding,0.0
2734,2015-06-24,LabInApp,Science Learning App,Undiscolsed,Bangalore,Unitus Seed Fund,Seed Funding,0.0
2735,2015-06-24,Syona Cosmetics,Beauty and Wellness platform,Undiscolsed,Chennai,Chennai Angels,Seed Funding,0.0
2736,2015-06-24,Sigrid Education,Online Education Platform,Undiscolsed,Noida,Oliphans Capital,Seed Funding,0.0
2737,2015-06-24,Indix,SaaS product intelligence platform,Undiscolsed,Undiscolsed,Nokia Growth Partners,Private Equity,143.955
2737,2015-06-24,Indix,SaaS product intelligence platform,Undiscolsed,Undiscolsed,Nexus Venture Partners,Private Equity,143.955
2737,2015-06-24,Indix,SaaS product intelligence platform,Undiscolsed,Undiscolsed,Avalon Ventures,Private Equity,143.955
2738,2015-06-24,The Porter,Logistics Tech,Undiscolsed,Mumbai,Sequoia Capital,Private Equity,52.7835
2738,2015-06-24,The Porter,Logistics Tech,Undiscolsed,Mumbai,Kae Capital,Private Equity,52.7835
2738,2015-06-24,The Porter,Logistics Tech,Undiscolsed,Mumbai,Anupam Mittal,Private Equity,52.7835
2738,2015-06-24,The Porter,Logistics Tech,Undiscolsed,Mumbai,Sandeep Tandon,Private Equity,52.7835
2739,2015-06-24,Retention.ai,App Analytics platform,Undiscolsed,Bangalore,Mercury Fund,Seed Funding,4.7985
2739,2015-06-24,Retention.ai,App Analytics platform,Undiscolsed,Bangalore,Anshu Sharma,Seed Funding,4.7985
2739,2015-06-24,Retention.ai,App Analytics platform,Undiscolsed,Bangalore,Pratyush Prasanna,Seed Funding,4.7985
2739,2015-06-24,Retention.ai,App Analytics platform,Undiscolsed,Bangalore,Robert Winters & others,Seed Funding,4.7985
2740,2015-06-25,Fusion Microfinance,Micro Finance Platform,Undiscolsed,New Delhi,Development finance institution Belgian Investment Company,Private Equity,82.5342
2740,2015-06-25,Fusion Microfinance,Micro Finance Platform,Undiscolsed,New Delhi,Oikocredit,Private Equity,82.5342
2741,2015-06-25,Zinka,Freight logistics platform,Undiscolsed,Bangalore,Accel Partners,Private Equity,57.582
2741,2015-06-25,Zinka,Freight logistics platform,Undiscolsed,Bangalore,Flipkart,Private Equity,57.582
2742,2015-06-26,CreditMantri,Credit Management Services,Undiscolsed,Chennai,IDG Ventures India,Private Equity,23.9925
2742,2015-06-26,CreditMantri,Credit Management Services,Undiscolsed,Chennai,Elevar Equity,Private Equity,23.9925
2742,2015-06-26,CreditMantri,Credit Management Services,Undiscolsed,Chennai,Accion Venture Lab,Private Equity,23.9925
2743,2015-06-26,GetMyPeon,Hyperlocal Handyman Services,Undiscolsed,Mumbai,Undisclosed investors,Seed Funding,2.39925
2744,2015-06-29,UrbanClap,Hyperlocal services marketplace,Undiscolsed,New Delhi,SAIF Partners,Private Equity,95.97
2744,2015-06-29,UrbanClap,Hyperlocal services marketplace,Undiscolsed,New Delhi, Accel Partners,Private Equity,95.97
